booking_id,passenger_id,flight_id,airport_id,amount,booking_date
B01121,P0050,F0071,A007,421.03,2025-06-22
B01122,P0055,F0067,A011,698.87,2025-06-22
B01123,P0102,F0080,A046,1158.64,2025-06-28
B01124,P0087,F0028,A025,926.94,2025-07-04
B01125,P0002,F0057,A053,144.35,2025-07-21
B01126,P0018,F0054,A047,841.49,2025-06-30
B01127,P0191,F0019,A020,1374.11,2025-07-05
B01128,P0105,F0103,A032,303.72,2025-06-25
B01129,P0219,F0060,A014,515.43,2025-06-24
B01130,P0168,F0073,A024,294.62,2025-07-13
B01131,P0090,F0075,A020,251.3,2025-07-05
B01132,P0169,F0028,A031,684.29,2025-07-06
B01133,P0133,F0048,A003,403.93,2025-07-15
B01134,P0154,F0099,A036,665.65,2025-07-07
B01135,P0121,F0094,A023,1167.0,2025-07-19
B01136,P0190,F0084,A041,181.28,2025-07-11
B01137,P0130,F0076,A055,459.3,2025-07-11
B01138,P0077,F0060,A043,1207.12,2025-07-12
B01139,P0196,F0028,A048,160.94,2025-07-20
B01140,P0018,F0024,A035,838.91,2025-07-12
B01141,P0213,F0067,A048,873.77,2025-06-24
B01142,P0210,F0073,A002,177.3,2025-06-23
B01143,P0030,F0027,A018,1185.15,2025-06-27
B01144,P0144,F0029,A010,111.52,2025-06-24
B01145,P0162,F0079,A024,623.35,2025-07-02
B01146,P0131,F0011,A047,449.56,2025-07-20
B01147,P0056,F0094,A028,575.93,2025-07-07
B01148,P0039,F0051,A008,1426.38,2025-07-13
B01149,P0123,F0104,A001,1122.35,2025-07-13
B01150,P0063,F0011,A026,687.89,2025-07-11
B01151,P0080,F0108,A015,803.84,2025-06-30
B01152,P0034,F0109,A010,528.95,2025-07-07
B01153,P0216,F0072,A006,1242.63,2025-06-30
B01154,P0040,F0006,A046,918.22,2025-06-25
B01155,P0003,F0027,A047,716.11,2025-06-26
B01156,P0217,F0053,A029,1180.93,2025-06-30
B01157,P0008,F0068,A019,388.65,2025-07-18
B01158,P0140,F0009,A055,1054.47,2025-07-04
B01159,P0072,F0040,A023,335.06,2025-06-29
B01160,P0075,F0098,A005,948.14,2025-07-03
B01161,P0122,F0085,A041,1079.93,2025-06-27
B01162,P0060,F0103,A018,1328.0,2025-07-21
B01163,P0154,F0037,A043,694.44,2025-06-28
B01164,P0042,F0089,A014,1474.92,2025-07-10
B01165,P0209,F0093,A015,505.38,2025-07-21
B01166,P0178,F0103,A026,662.84,2025-06-25
B01167,P0201,F0085,A035,344.8,2025-06-24
B01168,P0220,F0005,A037,683.45,2025-07-15
B01169,P0092,F0083,A022,1487.77,2025-06-22
B01170,P0005,F0078,A006,897.7,2025-07-02
B01171,P0190,F0087,A051,1304.33,2025-07-03
B01172,P0073,F0058,A026,880.74,2025-07-10
B01173,P0090,F0105,A041,509.25,2025-07-08
B01174,P0017,F0069,A016,382.95,2025-06-22
B01175,P0189,F0061,A013,1462.27,2025-07-17
B01176,P0041,F0009,A016,1015.86,2025-07-04
B01177,P0026,F0073,A036,910.95,2025-07-19
B01178,P0117,F0094,A023,1247.42,2025-07-19
B01179,P0115,F0052,A017,1462.57,2025-07-04
B01180,P0081,F0087,A020,524.82,2025-07-06
B01181,P0188,F0075,A003,1493.14,2025-06-23
B01182,P0212,F0017,A012,1338.87,2025-07-04
B01183,P0174,F0105,A024,1193.63,2025-07-03
B01184,P0033,F0035,A043,184.15,2025-07-08
B01185,P0210,F0089,A033,1246.14,2025-07-18
B01186,P0073,F0044,A028,608.11,2025-07-04
B01187,P0180,F0022,A024,211.04,2025-07-19
B01188,P0041,F0100,A037,476.65,2025-07-20
B01189,P0135,F0100,A025,1390.23,2025-06-26
B01190,P0199,F0089,A005,1423.59,2025-06-24
B01191,P0019,F0107,A014,453.85,2025-06-27
B01192,P0071,F0067,A049,467.84,2025-07-15
B01193,P0036,F0099,A022,432.68,2025-06-29
B01194,P0009,F0018,A017,191.37,2025-06-30
B01195,P0150,F0099,A039,578.43,2025-06-26
B01196,P0119,F0045,A050,1316.14,2025-07-07
B01197,P0070,F0098,A015,551.21,2025-07-05
B01198,P0061,F0015,A054,265.09,2025-07-08
B01199,P0034,F0001,A014,562.54,2025-07-07
B01200,P0056,F0039,A001,702.13,2025-07-11
B01201,P0170,F0087,A002,503.96,2025-06-27
B01202,P0172,F0075,A024,1460.54,2025-06-22
B01203,P0116,F0048,A009,286.8,2025-07-13
B01204,P0083,F0064,A044,309.67,2025-07-12
B01205,P0172,F0055,A006,1402.53,2025-06-23
B01206,P0017,F0077,A012,917.53,2025-06-24
B01207,P0019,F0029,A017,1394.04,2025-07-03
B01208,P0142,F0103,A005,859.05,2025-07-20
B01209,P0140,F0004,A003,1109.52,2025-06-30
B01210,P0101,F0034,A006,152.97,2025-07-09
B01211,P0124,F0004,A033,657.75,2025-06-27
B01212,P0112,F0070,A017,571.68,2025-06-23
B01213,P0155,F0069,A018,168.5,2025-07-13
B01214,P0163,F0083,A049,477.59,2025-07-06
B01215,P0091,F0011,A054,1219.62,2025-06-23
B01216,P0168,F0004,A033,122.98,2025-07-17
B01217,P0114,F0099,A021,120.75,2025-07-18
B01218,P0096,F0098,A052,1473.27,2025-07-09
B01219,P0021,F0053,A019,1232.0,2025-07-05
B01220,P0074,F0009,A038,1178.98,2025-07-17
B01221,P0070,F0014,A041,1195.08,2025-06-24
B01222,P0174,F0063,A027,1363.82,2025-07-20
B01223,P0118,F0034,A009,117.14,2025-06-29
B01224,P0192,F0064,A016,148.06,2025-07-01
B01225,P0186,F0059,A026,829.52,2025-06-28
B01226,P0112,F0089,A035,1222.38,2025-07-09
B01227,P0196,F0068,A002,928.8,2025-07-20
B01228,P0129,F0018,A031,924.47,2025-07-14
B01229,P0106,F0097,A040,1160.44,2025-07-12
B01230,P0116,F0014,A036,263.74,2025-07-03
B01231,P0083,F0090,A054,170.34,2025-06-27
B01232,P0125,F0043,A006,1008.87,2025-07-18
B01233,P0109,F0079,A015,1239.88,2025-07-20
B01234,P0187,F0047,A039,1141.68,2025-06-26
B01235,P0140,F0033,A044,451.76,2025-07-15
B01236,P0097,F0087,A037,307.88,2025-07-18
B01237,P0106,F0008,A002,1118.78,2025-07-11
B01238,P0134,F0014,A043,792.97,2025-07-21
B01239,P0143,F0034,A055,1019.03,2025-06-26
B01240,P0101,F0061,A005,1131.47,2025-07-18
B01241,P0099,F0006,A014,1209.0,2025-06-26
B01242,P0091,F0038,A002,202.93,2025-06-27
B01243,P0049,F0043,A041,1454.44,2025-07-17
B01244,P0167,F0071,A018,1044.51,2025-07-20
B01245,P0130,F0078,A050,336.97,2025-06-29
B01246,P0091,F0077,A050,371.42,2025-07-17
B01247,P0127,F0042,A051,1163.09,2025-07-09
B01248,P0215,F0005,A041,918.32,2025-06-23
B01249,P0125,F0019,A033,1360.6,2025-07-19
B01250,P0178,F0059,A036,845.06,2025-06-23
B01251,P0217,F0036,A016,642.96,2025-07-07
B01252,P0053,F0102,A022,289.89,2025-07-10
B01253,P0098,F0015,A034,1195.35,2025-06-26
B01254,P0066,F0063,A047,911.24,2025-07-04
B01255,P0011,F0077,A052,725.24,2025-07-14
B01256,P0100,F0016,A013,367.23,2025-06-29
B01257,P0085,F0046,A052,1129.17,2025-06-27
B01258,P0024,F0027,A014,160.7,2025-07-02
B01259,P0217,F0079,A054,342.57,2025-07-08
B01260,P0012,F0062,A005,770.85,2025-06-23
B01261,P0115,F0078,A017,1324.56,2025-07-02
B01262,P0078,F0100,A025,777.64,2025-07-14
B01263,P0087,F0003,A049,423.25,2025-07-11
B01264,P0052,F0018,A045,1392.68,2025-07-16
B01265,P0170,F0017,A040,909.64,2025-07-02
B01266,P0218,F0056,A027,890.52,2025-07-06
B01267,P0168,F0106,A042,635.28,2025-06-27
B01268,P0089,F0097,A004,707.13,2025-06-24
B01269,P0022,F0070,A048,1362.51,2025-07-21
B01270,P0064,F0043,A030,968.7,2025-07-05
B01271,P0184,F0048,A001,1082.21,2025-07-18
B01272,P0219,F0090,A051,1195.83,2025-07-16
B01273,P0102,F0069,A030,1440.81,2025-07-20
B01274,P0014,F0040,A049,1355.32,2025-06-23
B01275,P0210,F0037,A047,756.19,2025-06-24
B01276,P0107,F0041,A009,803.6,2025-07-03
B01277,P0109,F0024,A050,621.95,2025-06-26
B01278,P0142,F0058,A040,640.27,2025-07-19
B01279,P0025,F0104,A036,1314.94,2025-06-26
B01280,P0091,F0056,A027,101.07,2025-07-03
B01281,P0068,F0031,A047,229.58,2025-07-05
B01282,P0212,F0095,A042,1269.94,2025-07-04
B01283,P0110,F0077,A038,123.76,2025-06-26
B01284,P0039,F0106,A044,1309.32,2025-07-04
B01285,P0028,F0034,A031,943.69,2025-06-28
B01286,P0056,F0077,A024,395.62,2025-07-06
B01287,P0044,F0010,A007,325.9,2025-06-25
B01288,P0164,F0053,A002,432.21,2025-07-02
B01289,P0076,F0047,A035,840.83,2025-07-07
B01290,P0018,F0049,A012,562.36,2025-07-10
B01291,P0134,F0109,A046,836.51,2025-06-30
B01292,P0185,F0060,A053,1175.36,2025-07-06
B01293,P0142,F0099,A029,992.76,2025-07-11
B01294,P0143,F0016,A009,1308.75,2025-07-09
B01295,P0171,F0058,A028,661.93,2025-06-24
B01296,P0117,F0091,A047,939.21,2025-07-13
B01297,P0172,F0052,A033,104.56,2025-07-08
B01298,P0123,F0051,A003,1062.01,2025-07-12
B01299,P0150,F0005,A046,118.13,2025-07-19
B01300,P0148,F0031,A002,318.47,2025-06-27
